,recipe_id,ing_id
1010,3322.0,152
1011,2970.0,152
1012,55.0,153
1013,55.0,154
1014,2632.0,155
1015,3099.0,156
1016,839.0,157
1017,3574.0,157
1018,1316.0,157
1019,1105.0,157
1020,2530.0,157
1021,2173.0,157
1022,3663.0,157
1023,3366.0,157
1024,1112.0,157
1025,1743.0,157
1026,1917.0,158
1027,2786.0,159
1028,3585.0,160
1029,578.0,160
1030,3504.0,161
1031,3182.0,161
1032,3048.0,161
1033,782.0,162
1034,3663.0,163
1035,863.0,164
1036,2522.0,165
1037,2077.0,166
1038,949.0,167
1039,3568.0,167
1040,1265.0,167
1041,3639.0,168
1042,2464.0,168
1043,1174.0,169
1044,1659.0,169
1045,3365.0,169
1046,3620.0,170
1047,1280.0,170
1048,3618.0,171
1049,2100.0,172
1050,1828.0,172
1051,2989.0,172
1052,1827.0,172
1053,1203.0,172
1054,2100.0,172
1055,3204.0,172
1056,816.0,172
1057,815.0,172
1058,3571.0,173
1059,2228.0,173
1060,1065.0,173
1061,3023.0,173
1062,2660.0,173
1063,1304.0,173
1064,1846.0,173
1065,2313.0,173
1066,3149.0,173
1067,333.0,173
1068,1587.0,173
1069,2426.0,173
1070,2719.0,174
1071,1365.0,175
1072,2424.0,176
1073,2534.0,177
1074,2312.0,178
1075,1641.0,178
1077,3243.0,178
1078,744.0,178
1079,2241.0,178
1081,1428.0,178
1082,1998.0,178
1083,3322.0,178
1084,1314.0,178
1085,816.0,178
1086,2957.0,178
1087,2714.0,178
1088,1349.0,178
1089,829.0,178
1090,695.0,178
1091,485.0,178
1092,3175.0,178
1093,1602.0,178
1094,569.0,178
1095,3678.0,178
1096,3005.0,178
1097,3674.0,178
1098,3509.0,178
1099,2100.0,178
1100,3131.0,178
1101,3649.0,178
1102,3485.0,178
1103,3325.0,178
1104,2719.0,178
1105,2307.0,178
1106,814.0,178
1107,25.0,178
1108,3042.0,179
1109,3517.0,179
1110,3243.0,180
1111,1835.0,180
1112,108.0,181
1113,1253.0,181
1114,3405.0,181
1115,1780.0,181
1116,1549.0,181
1117,2089.0,181
1118,1496.0,181
1119,1609.0,181
1120,2908.0,181
1121,2677.0,181
1122,2717.0,181
1123,145.0,181
1124,214.0,181
1125,3250.0,181
1126,2437.0,181
1127,630.0,181
1129,2129.0,182
1130,795.0,182
1131,3611.0,182
1132,2668.0,182
1133,757.0,182
1134,244.0,182
1135,3293.0,182
1136,174.0,182
1137,3596.0,182
1138,3524.0,182
1139,3253.0,182
1140,757.0,182
1141,88.0,182
1142,1936.0,182
1143,1978.0,182
1144,3652.0,182
1145,757.0,182
1146,3198.0,182
1147,1407.0,182
1148,2361.0,182
1149,506.0,182
1150,3473.0,182
1151,607.0,182
1152,3412.0,183
1153,2640.0,184
1154,3281.0,184
1155,2410.0,185
1156,2917.0,185
1157,2947.0,185
1158,3489.0,186
1159,673.0,187
1160,2692.0,187
1161,46.0,187
1162,2468.0,187
1163,1888.0,187
1164,3190.0,187
1165,953.0,187
1166,1834.0,187
1167,2947.0,187
1168,3687.0,187
1169,461.0,187
1170,1779.0,187
1171,3480.0,187
1172,3433.0,187
1173,795.0,187
1174,1191.0,187
1175,3458.0,187
1176,848.0,187
1177,938.0,187
1178,2908.0,187
1179,3671.0,187
1180,2361.0,187
1181,1895.0,187
1182,3470.0,187
1183,267.0,188
1184,3001.0,189
1185,1102.0,189
1186,145.0,189
1187,1423.0,190
1188,1454.0,190
1189,2964.0,190
1190,2537.0,190
1191,3513.0,190
1192,732.0,190
1193,3275.0,190
1194,505.0,191
1195,1051.0,191
1196,3558.0,192
1197,1314.0,193
1198,2367.0,194
1199,2455.0,195
1200,2970.0,196
1202,3137.0,196
1203,531.0,196
1204,3677.0,196
1205,1812.0,196
1206,1018.0,196
1207,1063.0,196
1208,3038.0,196
1209,3047.0,196
1210,1470.0,196
1211,533.0,196
1212,252.0,196
1213,3680.0,197
1214,2782.0,197
1215,2442.0,197
1216,2525.0,198
1217,533.0,199
1218,2707.0,200
1219,721.0,201
1220,720.0,201
1221,1328.0,202
1222,2330.0,203
1223,1759.0,204
1224,3450.0,205
1225,2557.0,205
1226,2081.0,205
1227,2563.0,205
1228,240.0,205
1229,3301.0,205
1230,2092.0,205
1231,2480.0,205
1232,2472.0,205
1233,2446.0,206
1234,1090.0,206
1235,426.0,207
1236,1275.0,208
1237,2139.0,208
1238,2709.0,209
1239,3037.0,209
1240,3415.0,210
1241,3064.0,211
1242,3198.0,211
1243,3099.0,211
1244,2455.0,211
1245,151.0,211
1246,2462.0,211
1247,2449.0,211
1248,2460.0,211
1249,1787.0,211
1250,161.0,212
1251,2052.0,213
1252,927.0,214
1253,3432.0,215
1254,2370.0,215
1255,593.0,215
1256,595.0,215
1257,3168.0,215
1258,794.0,215
1259,2601.0,215
1260,2321.0,215
1261,2899.0,215
1262,1070.0,215
1263,2172.0,215
1264,1914.0,215
1265,1784.0,215
1266,2352.0,215
1267,2814.0,215
1268,2054.0,215
1269,2508.0,215
1270,677.0,215
1271,3380.0,215
1272,879.0,215
1273,2960.0,215
1274,333.0,215
1275,3598.0,215
1276,1049.0,215
1277,1697.0,215
1278,3693.0,215
1279,3222.0,216
1280,1011.0,216
1281,3621.0,216
1282,364.0,217
1283,2411.0,217
1284,1634.0,218
1285,2377.0,218
1286,2966.0,218
1287,572.0,218
1288,1530.0,218
1289,2592.0,218
1290,2644.0,218
1291,578.0,218
1292,1668.0,219
1293,997.0,219
1294,2398.0,219
1295,552.0,219
1296,577.0,219
1297,1199.0,219
1298,72.0,219
1299,1050.0,219
1300,994.0,219
1301,2387.0,220
1302,3205.0,220
1303,558.0,221
1304,18.0,221
1305,1239.0,221
1306,2724.0,221
1307,576.0,222
1308,561.0,222
1309,150.0,223
1310,363.0,224
1311,3193.0,224
1312,2084.0,225
1313,3507.0,226
1314,305.0,227
1315,2081.0,227
1316,592.0,227
1317,2898.0,227
1318,1771.0,228
1319,1770.0,228
1320,2815.0,228
1321,2458.0,228
1322,1215.0,228
1323,2522.0,228
1324,2941.0,228
1325,1771.0,228
1326,3620.0,229
1327,3415.0,230
1328,2482.0,231
1329,1040.0,232
1330,2942.0,232
1331,2003.0,233
1332,223.0,233
1333,1694.0,233
1334,3647.0,233
1335,1868.0,234
1336,1877.0,234
1337,1881.0,234
1338,1863.0,234
1339,1347.0,235
1340,930.0,236
1341,3396.0,236
1343,1347.0,236
1344,1353.0,236
1345,2849.0,236
1346,168.0,237
1347,3357.0,237
1348,2367.0,237
1349,3575.0,237
1350,1344.0,237
1351,1276.0,238
1352,1353.0,239
1353,2871.0,240
1354,3088.0,241
1355,130.0,241
1356,641.0,241
1357,2871.0,242
1358,1828.0,242
1359,1338.0,242
1360,1385.0,242
1361,1338.0,242
1362,2858.0,242
1363,1384.0,242
1364,745.0,242
1365,738.0,242
1366,2100.0,242
1367,2774.0,242
1368,130.0,242
1369,2382.0,242
1370,2985.0,242
1371,1354.0,242
1372,1512.0,242
1373,1386.0,242
1374,3285.0,242
1375,2869.0,242
1376,2123.0,242
1377,1369.0,242
1378,639.0,242
1379,2872.0,242
1381,745.0,242
1382,1493.0,242
1383,3345.0,242
1384,2128.0,242
1385,1383.0,242
1386,1306.0,242
1387,1267.0,242
1388,827.0,242
1389,1362.0,242
1390,2884.0,242
1391,4.0,242
1392,883.0,242
1393,758.0,242
1394,3327.0,242
1395,2867.0,242
1396,656.0,242
1397,2653.0,242
1398,89.0,242
1399,911.0,242
1400,3508.0,242
1401,598.0,242
1402,2361.0,242
1403,3088.0,242
1404,1203.0,243
1405,656.0,244
1406,3340.0,245
1407,167.0,245
1408,3132.0,246
1409,1384.0,246
1410,2888.0,247
1411,2807.0,248
1412,1379.0,248
1413,1353.0,248
1414,3227.0,248
1415,1203.0,249
1416,2869.0,250
1417,2531.0,250
1418,3132.0,251
1419,1333.0,252
1420,2880.0,253
1421,639.0,253
1422,3497.0,254
1423,2867.0,255
1424,3496.0,256
1425,1335.0,257
1426,3125.0,257
1427,3423.0,257
1428,2785.0,258
1429,3155.0,259
1430,3300.0,259
1431,1268.0,260
1432,2874.0,261
1433,606.0,262
1434,3528.0,262
1435,1072.0,262
1436,3486.0,262
1438,2172.0,262
1439,3537.0,262
1440,3078.0,262
1441,2723.0,262
1447,3247.0,266
1448,3247.0,266
1449,2065.0,266
1450,2916.0,266
1451,1403.0,266
1452,2929.0,266
1453,3482.0,266
1454,3278.0,267
1455,2484.0,267
1456,827.0,268
1457,799.0,269
1458,3571.0,270
1459,875.0,271
1460,542.0,272
1461,1133.0,273
1462,1851.0,273
1463,2596.0,274
1464,3404.0,274
1465,628.0,274
1466,321.0,275
1467,351.0,275
1468,3662.0,275
1469,1969.0,275
1470,2710.0,275
1471,183.0,275
1472,666.0,275
1473,1605.0,275
1474,3474.0,275
1475,1133.0,275
1476,3040.0,275
1477,3596.0,275
1478,1881.0,275
1479,501.0,275
1480,3677.0,275
1481,210.0,276
1482,696.0,276
1483,1757.0,276
1484,971.0,276
1485,2643.0,276
1486,970.0,276
1487,3297.0,276
1488,3652.0,276
1489,2906.0,276
1490,2276.0,277
1491,2269.0,278
1492,1463.0,279
1493,844.0,279
1494,2884.0,279
1495,795.0,280
1496,2674.0,280
1497,3619.0,280
1498,3657.0,280
1499,2615.0,280
1500,2709.0,280
1501,3131.0,280
1502,448.0,280
1503,2605.0,280
1504,3602.0,280
1505,2500.0,280
1506,311.0,280
1507,2428.0,280
1508,2492.0,280
1509,2038.0,280
1510,2674.0,280
1511,426.0,280
1512,879.0,281
1513,1882.0,281
1514,1979.0,281
1515,1821.0,281
1516,3620.0,281
1517,2180.0,281
1518,1015.0,281
1519,3411.0,281
1520,3022.0,282
1521,1252.0,282
1522,3182.0,282
1523,1900.0,282
1524,2069.0,282
1525,1692.0,282
1526,1428.0,282
1527,3676.0,282
1528,2587.0,282
1529,607.0,283
1530,3461.0,283
1531,2929.0,284
1532,538.0,284
1533,88.0,284
1534,638.0,285
1535,3301.0,286
1536,3570.0,286
1537,2482.0,287
1538,2860.0,288
1539,3499.0,288
1540,2877.0,288
1541,2862.0,288
1542,768.0,288
1543,2884.0,288
1544,3189.0,288
1545,2888.0,288
1546,2856.0,288
1547,2886.0,288
1548,2858.0,288
1549,2870.0,288
1550,1287.0,288
1551,2316.0,288
1552,2830.0,288
1553,3243.0,289
1554,2264.0,289
1555,3576.0,290
1556,302.0,290
1557,3182.0,290
1558,3182.0,290
1559,2207.0,291
1560,3262.0,291
1561,2625.0,291
1562,2164.0,291
1563,3184.0,291
1564,3625.0,292
1565,3678.0,292
1566,367.0,292
1567,2692.0,293
1568,3047.0,293
1569,1160.0,293
1570,2081.0,293
1571,1342.0,293
1572,834.0,293
1573,136.0,293
1574,1162.0,293
